Word,Frequency
"'sovereignti',",34
"'planet',",34
"'beneficiari',",34
"'usrussian',",34
"'supplement',",34
"'cheap',",34
"'tortur',",34
"'dedic',",34
"'phoenix',",34
"'pitch',",34
"'allegedli',",34
"'unpredict',",34
"'sunset',",34
"'intact',",34
"'jerom',",34
"'defenc',",34
"'counterprotest',",34
"'turmoil',",34
"'reorgan',",34
"'clovi',",34
"'deterior',",34
"'woolsey',",34
"'emolu',",33
"'toomey',",33
"'switch',",33
"'chad',",33
"'dent',",33
"'identif',",33
"'jon',",33
"'undergo',",33
"'disrespect',",33
"'casualti',",33
"'buyer',",33
"'knock',",33
"'alltim',",33
"'improp',",33
"'alex',",33
"'badli',",33
"'formerli',",33
"'certif',",33
"'hot',",33
"'drink',",33
"'ocean',",33
"'exclus',",33
"'virtual',",33
"'firmli',",33
"'keyston',",33
"'turnbul',",33
"'thu',",33
"'enlist',",33
"'upper',",33
"'reloc',",33
"'camera',",33
"'propon',",33
"'bigotri',",33
"'balk',",33
"'migrant',",33
"'restart',",33
"'arsen',",33
"'phil',",33
"'lotteri',",33
"'ball',",33
"'ok',",33
"'dress',",33
"'embargo',",33
"'legaci',",33
"'addict',",33
"'alexandria',",33
"'alan',",33
"'taxexempt',",33
"'summon',",33
"'staterun',",33
"'extra',",33
"'sidestep',",33
"'asean',",33
"'cycl',",33
"'gardner',",33
"'gang',",33
"'cole',",33
"'huntsman',",33
"'detroit',",33
"'swamp',",32
"'elderli',",32
"'abrupt',",32
"'revisit',",32
"'tesla',",32
"'indefinit',",32
"'solid',",32
"'jimmi',",32
"'hw',",32
"'natalia',",32
"'perdu',",32
"'shed',",32
"'muster',",32
"'scenario',",32
"'deregul',",32
"'timet',",32
"'circul',",32
"'erod',",32
"'alloc',",32
"'widerang',",32
"'usback',",32
"'sworn',",32
"'smile',",32
"'iron',",32
"'sekulow',",32
"'chant',",32
"'rail',",32
"'mediat',",32
"'approxim',",32
"'cell',",32
"'atlanta',",32
"'nazi',",32
"'inspir',",32
"'davi',",32
"'vatican',",32
"'accid',",32
"'usl',",32
"'shinzo',",32
"'delawar',",32
'bill'],32
"'boast',",32
"'thanksgiv',",32
"'liquid',",32
"'slowli',",32
"'dispos',",32
"'laps',",32
"'instrument',",32
"'saipov',",32
"'lastminut',",32
"'uncov',",32
"'lankford',",32
"'brownback',",32
"'arpaio',",32
"'scrutin',",31
"'luxuri',",31
"'dem',",31
"'mess',",31
"'improperli',",31
"'cleans',",31
"'lewi',",31
"'decreas',",31
"'hint',",31
"'imagin',",31
"'klobuchar',",31
"'irrit',",31
"'alert',",31
"'ryabkov',",31
"'talli',",31
"'racism',",31
"'athlet',",31
"'prematur',",31
"'unwant',",31
"'exert',",31
"'protectionist',",31
"'backlog',",31
"'ite',",31
"'poverti',",31
"'widen',",31
"'feet',",31
"'intercontinent',",31
"'attitud',",31
"'talent',",31
"['highlight',",31
"'zuckerberg',",31
"'ken',",31
"'stalem',",31
"'oversaw',",31
"'nervou',",31
"'blunt',",31
"'blood',",31
"'virgin',",31
"'flew',",31
"'ndaa',",31
"'sat',",31
"'parad',",31
"'bow',",31
"'guterr',",31
"'spike',",31
"'nucleartip',",31
"'islamabad',",31
"'stamp',",31
"'detaine',",31
"'restraint',",31
"'laptop',",31
"'fortun',",31
"'crapo',",31
"'movi',",31
"'podesta',",31
"'strongest',",30
"'tiebreak',",30
"'heitkamp',",30
"'loosen',",30
"'insight',",30
"'environmentalist',",30
"'uk',",30
"'plenti',",30
"'coincid',",30
"'shakeup',",30
"'persist',",30
"'methan',",30
"'rumor',",30
"'catastroph',",30
"'proclam',",30
"'merck',",30
"'abadi',",30
"'prayer',",30
"'sentiment',",30
"'maloni',",30
"'transform',",30
"'gillibrand',",30
'senat'],30
"'unmask',",30
"'upgrad',",30
"'defianc',",30
"'greatli',",30
"'el',",30
"'friendli',",30
"'hole',",30
"'facetofac',",30
"'atmospher',",30
"'castro',",30
"'crise',",30
"'sherrod',",30
"'flee',",30
"'oldest',",30
"'pro',",30
"'threejudg',",30
"'climb',",30
"'rt',",30
"'usci',",30
"'indonesia',",30
"'mirror',",30
"'stuff',",30
"'master',",30
"'pill',",30
"'emot',",30
"'deposit',",30
"'strzok',",30
"'commod',",30
"'confeder',",30
"'overtim',",30
"'goodlatt',",30
"'wikileak',",30
"'ride',",30
"'branstad',",30
"'stir',",29
"'charit',",29
"'nj',",29
"'suppress',",29
'campaign'],29
"'explicit',",29
"'vermont',",29
"'patrol',",29
"'spell',",29
"'tribal',",29
"'overshadow',",29
"'appel',",29
"'protrump',",29
"'shake',",29
"'band',",29
"'rapidli',",29
"'firearm',",29
"'patriot',",29
"'sow',",29
"'notion',",29
"'sam',",29
"'statehous',",29
"'rourk',",29
"'friction',",29
"'jew',",29
"'gabriel',",29
"'cathol',",29
"'tayyip',",29
"'undisclos',",29
"'cybersecur',",29
"'gorka',",29
"'provok',",29
"'standoff',",29
"'decisionmak',",29
"'ought',",29
"'weather',",29
"'jcpoa',",29
"'yorker',",29
"'acquir',",29
"'linger',",29
"'drugmak',",29
"'dnc',",29
"'googlo',",29
"'denial',",29
"'superfund',",29
"'bedminst',",28
"'whip',",28
"'turnout',",28
"'bias',",28
"'clerk',",28
"'convert',",28
"'et',",28
"'overli',",28
"'retroact',",28
"'expertis',",28
"'fled',",28
"'foot',",28
"'llp',",28
"'insuffici',",28
"'ku',",28
"'klux',",28
"'klan',",28
"'munit',",28
"'notif',",28
"'telecommun',",28
"'verizon',",28
"'theori',",28
"'merkley',",28
"'doom',",28
"'problemat',",28
"'affirm',",28
"'rattl',",28
"'art',",28
"'tribun',",28
"'hobbl',",28
"'baghdad',",28
"'oral',",28
"'mason',",28
"'membership',",28
"'birmingham',",28
'program'],28
"'certainti',",28
"'uniform',",28
"'breakthrough',",28
"'salli',",28
"'swept',",28
"'latin',",28
"'databas',",28
"'frame',",28
"'handel',",28
"'aviv',",28
"'exportimport',",28
"'uproar',",28
"'african',",28
"'caribbean',",28
"'nebraska',",28
"'recreat',",28
"'reckless',",28
"'gear',",28
"'subsidiari',",28
"'tourism',",28
"'tighter',",28
"'wildfir',",28
"'kingdom',",28
"'atlant',",28
"'plain',",28
"'aftermath',",28
"'substant',",28
"'sink',",28
"'gao',",28
"'sour',",28
"'meantim',",28
"'bitter',",28
"'outstand',",28
"'contributor',",28
"'drove',",28
"'pakistani',",28
"'conced',",28
"'flat',",28
"'azar',",28
"'criteria',",28
"'thrown',",28
"'allergan',",28
"'alptekin',",28
"'cvr',",28
"'rift',",27
"'unknown',",27
"'possess',",27
"'r',",27
"'tire',",27
"'vigor',",27
"'reshap',",27
"'neighborhood',",27
"'larri',",27
"'irrespons',",27
"'ordinari',",27
"'eagerli',",27
"'philadelphia',",27
"'sophist',",27
"'empow',",27
"'matern',",27
"'cheaper',",27
"'sevenyear',",27
"'risen',",27
"'ticket',",27
"'spar',",27
"'spous',",27
"'drag',",27
"'bed',",27
"'thailand',",27
"'dayton',",27
"'defect',",27
"'hell',",27
"'tonight',",27
"'slogan',",27
"'xl',",27
"'forth',",27
"'offend',",27
"'receipt',",27
"'theme',",27
"'pound',",27
"'paint',",27
"'franci',",27
"'tel',",27
"'stateown',",27
"'ricardo',",27
"'gdp',",27
"'huckabe',",27
"'scout',",27
"'foster',",27
"'inadequ',",27
"'pilot',",27
"'deriv',",27
"'middleincom',",27
"'assassin',",27
"'contempt',",27
"'lieberman',",27
"'skinni',",27
"'guajardo',",27
"'earth',",27
"'toxic',",27
"'rican',",27
"'cochran',",27
"'onetim',",27
"'toughen',",27
"'terri',",27
"'malloy',",27
"'protocol',",27
"'frozen',",27
"'northeast',",27
"'autom',",27
"'provinc',",27
"'kiss',",27
"'lanc',",27
"'trader',",26
"'runoff',",26
"'outgo',",26
"'warmbier',",26
"'quota',",26
"'eras',",26
"'hero',",26
"'manchin',",26
"'calcul',",26
"'antiqu',",26
"'lesbian',",26
"'supermajor',",26
"'merrick',",26
"'georgetown',",26
"'troll',",26
"'russiarel',",26
"'rhode',",26
"'meter',",26
"'femal',",26
"'stronghold',",26
"'color',",26
"'gold',",26
"'shout',",26
"'discharg',",26
"'shortfal',",26
"'singapor',",26
"'inabl',",26
"'bound',",26
"'museum',",26
'countri'],26
"'disgrac',",26
"'fraction',",26
"'divest',",26
"'ir',",26
"'medicin',",26
"'olymp',",26
"'repay',",26
"'attribut',",26
"'plc',",26
"'rig',",26
"'rosenberg',",26
"'mitig',",26
"'stabl',",26
"'simon',",26
"'nice',",26
"'architect',",26
"'abolish',",26
"'plu',",26
"'grope',",26
"'giuliani',",26
"'worsen',",26
"'perfect',",26
"'hollen',",26
"'gop',",26
"'hydrogen',",26
"'verg',",26
"'horribl',",26
"'sheet',",26
"'rebuf',",26
"'ralph',",26
"'hesit',",26
"'fda',",26
"'redistrict',",26
"'engel',",26
"'cim',",26
"'undertak',",25
"'soviet',",25
"'empir',",25
"'memorandum',",25
"'merg',",25
"'log',",25
"'bipartisanship',",25
"'workplac',",25
"'premier',",25
"'remedi',",25
"'michel',",25
"'jpmorgan',",25
"'invas',",25
"'occupi',",25
"'shapiro',",25
"'displac',",25
"'coon',",25
"'cori',",25
"['kremlin',",25
"'exhaust',",25
"'music',",25
'tuesday'],25
"'dept',",25
"'crazi',",25
"'similarli',",25
"'threemonth',",25
"'compound',",25
"'moham',",25
"'feloni',",25
"'anniversari',",25
"'jonathan',",25
"'guest',",25
"'soften',",25
"'automobil',",25
"'interfax',",25
"'hatr',",25
"'stoltenberg',",25
"'garden',",25
"'atom',",25
"['congress',",25
"'cleric',",25
"'administ',",25
"'regain',",25
"'tourist',",25
"['penc',",25
"'unhappi',",25
"'fouryear',",25
"'bradley',",25
"'consular',",25
"'soar',",25
"'rankandfil',",25
"'obsolet',",25
"'unexpect',",25
"'fashion',",25
"'unfund',",25
"'honolulu',",25
"'predatori',",25
"'mari',",25
"'transcanada',",25
"'yun',",25
"'vendor',",25
"'gridlock',",25
"'cent',",25
"'classact',",25
"'smart',",25
"'nixon',",25
"'disproportion',",25
"'unchang',",25
"'collabor',",25
"'enrich',",25
"'propel',",25
"'wild',",25
"'ustr',",25
"'submarin',",25
"'endanger',",25
"'shaub',",25
"'juncker',",25
"'fsb',",25
"'tear',",25
"'magnat',",25
"'reynold',",25
"'revolutionari',",25
"'cp',",25
"'gore',",25
"'length',",24
"'sharehold',",24
"'republicandomin',",24
"'elit',",24
"'juan',",24
"'shelv',",24
"'booker',",24
"'meal',",24
"'rapid',",24
"'diagnos',",24
"'atroc',",24
"'dealmak',",24
"'acr',",24
"'box',",24
"'sheldon',",24
"'roundtabl',",24
"'centrist',",24
"'lynch',",24
"'swiftli',",24
"'carr',",24
"'conspir',",24
"'shame',",24
"'pare',",24
"'chinau',",24
"'antiabort',",24
"'sister',",24
"'quest',",24
"'unleash',",24
"'sunni',",24
"'concert',",24
"'pocket',",24
"'baltimor',",24
"'scholar',",24
"'expuls',",24
"'faa',",24
"'accommod',",24
"'misdemeanor',",24
"'trumprussia',",24
"'friendship',",24
"'royalti',",24
"'dr',",24
"'gase',",24
"'ltd',",24
"'mood',",24
"'yearend',",24
"'array',",24
"'wright',",24
"'plung',",24
"'idaho',",24
"'formula',",24
"'courtroom',",24
"'reportedli',",24
"'soft',",24
"'shaheen',",24
"'sabotag',",24
"'outreach',",24
"'stockpil',",24
"'leo',",24
"'afraid',",24
"'bahrain',",24
"'vagu',",24
'committe'],24
"'clariti',",24
"'depriv',",24
"'jennif',",24
"'italian',",24
"'seal',",24
"'snowden',",24
"'disadvantag',",24
"'prejudic',",24
"'ftc',",24
"'riski',",24
"'wade',",24
"'archiv',",24
"'abruptli',",24
"'tsai',",24
"'biden',",24
"'kasich',",24
"'euro',",24
"'sen',",24
"'foxconn',",24
"'bribe',",24
"'trey',",24
"'censu',",24
"'morgan',",24
"'weinstein',",24
"'comedian',",24
"'guam',",24
"'boucher',",24
"'sibur',",24
"'orrick',",24
"'acu',",24
"'kimmel',",24
"'uphil',",23
"'proprietorship',",23
"'inact',",23
"'dividend',",23
"'loyal',",23
"'maneuv',",23
"'loud',",23
"'enthusiast',",23
"'curri',",23
"'chaotic',",23
"'cincinnati',",23
"'rational',",23
"'narr',",23
"'stoke',",23
"'cofound',",23
"'franciscobas',",23
'legisl'],23
"'expedit',",23
"'phrase',",23
"'ideal',",23
"'documentari',",23
"'reset',",23
"'refrain',",23
"'roil',",23
"'snyder',",23
"'distort',",23
"'disarray',",23
"'rescu',",23
"'reliev',",23
"'chase',",23
"'sinclair',",23
"'raqqa',",23
"'sorri',",23
"'vessel',",23
"'shipment',",23
'wednesday'],23
"'santa',",23
"'evolv',",23
"'swath',",23
"'espionag',",23
"'ineffect',",23
"'becerra',",23
"'shortag',",23
"'spiral',",23
"'calendar',",23
"'kiev',",23
"'hondura',",23
"'nhtsa',",23
"'nevertheless',",23
"'proven',",23
"'brutal',",23
"'highincom',",23
"'backfir',",23
"'perez',",23
"'diego',",23
"'realist',",23
"'raj',",23
"'shah',",23
"'charact',",23
"'fatal',",23
"'nondefens',",23
"'battlefield',",23
"'excit',",23
"'secretarygener',",23
"'walmart',",23
"['illinoi',",23
"'commentari',",23
"'wipe',",23
"'constant',",23
"'vinson',",23
"'suicid',",23
"'courag',",23
"'gsa',",23
"'flip',",23
"'uniqu',",23
'russia'],23
"'gingrich',",23
"'smooth',",23
"'pen',",23
"'leandra',",23
"'transpacif',",23
"'blankfein',",23
"'charli',",23
"'span',",23
"'envis',",23
"'ty',",23
"'patienc',",23
"'aso',",23
"'techniqu',",23
"'bind',",23
"'punit',",23
"['russian',",23
"'quo',",23
"'reproduct',",23
"'plot',",23
"'extern',",23
"'baltic',",23
"'overdos',",23
"'gag',",23
"'malaysia',",23
"'privatesector',",23
"'sooner',",23
"'entrepreneur',",23
"'perkin',",23
"'aumf',",23
"'brooklyn',",23
"'enthusiasm',",23
"'newark',",23
"'haitian',",23
"'lindsay',",23
"'milwauke',",23
"'cftc',",23
"'physician',",23
"'moron',",23
"'cubanamerican',",23
"'copson',",23
"'geneva',",23
"'guadagno',",23
"'fentanyl',",23
"'taxfre',",22
"'aisl',",22
"'imprison',",22
"'discret',",22
"'attende',",22
"'likelihood',",22
"'chuang',",22
"'lowel',",22
"'crop',",22
"'forfeitur',",22
"'laugh',",22
"'kellyann',",22
"'bossert',",22
"'landscap',",22
"'parallel',",22
"'implod',",22
"'wto',",22
"'hogan',",22
"'jointli',",22
"'predominantli',",22
"'thwart',",22
"'builder',",22
"'stimulu',",22
"'icbm',",22
"'ratchet',",22
"'vindic',",22
"'aspir',",22
"'wireless',",22
"'erisa',",22
"'youth',",22
"'guardian',",22
"'crew',",22
"'sicili',",22
"'kabul',",22
"'seeker',",22
"'logist',",22
"'cloth',",22
"'twist',",22
"'sprawl',",22
"'louisvil',",22
"'probusi',",22
"'postur',",22
"'extract',",22
"'holi',",22
"'poland',",22
"'load',",22
"'justif',",22
"'therapi',",22
"'marshal',",22
"'coalfir',",22
"'pallon',",22
"'limbo',",22
"'outright',",22
"'duncan',",22
"'intimid',",22
"'globe',",22
"'exact',",22
"'j',",22
"'inde',",22
"'mogherini',",22
"'sovereign',",22
"'tpp',",22
"'trim',",22
"'antisemit',",22
"'unawar',",22
"'yang',",22
"'slide',",22
'hous'],22
"'devis',",22
"['mexico',",22
"'fenc',",22
"'valuabl',",22
"'lu',",22
'friday'],22
"'interag',",22
"'ramadan',",22
"'blagojevich',",22
"'stewart',",22
"'fsoc',",22
"'aluminum',",22
"'tent',",22
"'jct',",22
"'fisa',",22
"'scare',",21
"'democraticlean',",21
"'furor',",21
"'empti',",21
"'abram',",21
"'clout',",21
"'bangladesh',",21
"'postal',",21
"'afoul',",21
"'wheel',",21
"'crush',",21
"'convey',",21
"'bridgeg',",21
"'devot',",21
"'inconsist',",21
"'friedman',",21
"'solicit',",21
"'feedback',",21
"'barrasso',",21
'law'],21
"'stumbl',",21
"'conven',",21
"'pattern',",21
"'racist',",21
"'fish',",21
"'parliamentari',",21
"'bowl',",21
"'evas',",21
"'sixyear',",21
"'alsisi',",21
"'derrick',",21
"'randal',",21
"'sight',",21
"'howard',",21
"'infuri',",21
"'chronic',",21
"'signatori',",21
"'malcolm',",21
"'keen',",21
"'stymi',",21
"'grate',",21
"'rough',",21
"'pure',",21
"'fulltim',",21
"'corner',",21
"'reassign',",21
"['texa',",21
"'tune',",21
"'winter',",21
"'underli',",21
'presid'],21
"'ottawa',",21
"'wo',",21
"'reinforc',",21
"'visibl',",21
"'lesson',",21
"'unsubstanti',",21
"'disregard',",21
"'bypass',",21
"'buildup',",21
"'conting',",21
"'leaker',",21
"'amaz',",21
"['california',",21
"'liu',",21
"'loser',",21
"'mahmoud',",21
"'matthew',",21
"'crook',",21
"'temper',",21
"'breath',",21
"'blackmail',",21
"'wherev',",21
"'palac',",21
"'hassan',",21
"'chart',",21
"'afd',",21
"'intermediari',",21
"'discord',",21
"'obscur',",21
"'rome',",21
"'glad',",21
"'stakehold',",21
"'gestur',",21
"'hua',",21
"'overnight',",21
"'vari',",21
"'reappoint',",21
'plan'],21
"'basketbal',",21
"'imparti',",21
"'emphasi',",21
"'haqqani',",21
"'joshua',",21
"'homeown',",21
"'artifici',",21
"'ward',",21
"'editori',",21
"'gutierrez',",21
"'silver',",21
"'cleanup',",21
"'mukasey',",21
"'shrug',",21
"'belt',",21
"'stolen',",21
"'suspicion',",21
"'rnc',",21
"'gubernatori',",21
"'nlrb',",21
"'unravel',",21
"'dismay',",21
"'jessica',",21
"'loos',",21
"'warmer',",21
"'donovan',",21
"'brazil',",21
"'rosenworcel',",21
"'rep',",21
"'exim',",21
"'shulkin',",21
"'sputnik',",21
"'henri',",20
"'firestorm',",20
"'samesex',",20
"'brave',",20
"'dine',",20
"'heidi',",20
"'spearhead',",20
"'politic',",20
'month'],20
"'unspecifi',",20
"'raytheon',",20
"'viktor',",20
"'proce',",20
"'unwind',",20
"'payrol',",20
"'rape',",20
"'ann',",20
"'downtown',",20
"'inject',",20
"'huntington',",20
"'prolong',",20
"'iii',",20
"'ope',",20
"'fantast',",20
"'rapproch',",20
"'abdel',",20
"'fattah',",20
"'fend',",20
"'purport',",20
"'jose',",20
"'brad',",20
"'absent',",20
"'bag',",20
"'lui',",20
"'videgaray',",20
"'obviou',",20
"'fla',",20
"'betsi',",20
"'metal',",20
"'enron',",20
"'mustpass',",20
"'todd',",20
"'occup',",20
"'discretionari',",20
"'counselor',",20
"'spare',",20
"'staunch',",20
"'peril',",20
"'embolden',",20
"'clamp',",20
"'derid',",20
"'relianc',",20
"'constantli',",20
"'hoyer',",20
"'barton',",20
"'clair',",20
"'evil',",20
"'holocaust',",20
"'tangibl',",20
"'spencer',",20
"'leon',",20
"'stark',",20
"'bin',",20
"'nerv',",20
"'taxabl',",20
"'manchest',",20
"'intraparti',",20
"'heroin',",20
"'bisexu',",20
"'shoulder',",20
"'solicitor',",20
'twitter'],20
"'nucleararm',",20
"'persecut',",20
"'tick',",20
"'evacu',",20
"'brush',",20
"'ditch',",20
"'explod',",20
"'misus',",20
"'satellit',",20
"'invalid',",20
"'israelipalestinian',",20
"'molina',",20
"'rio',",20
"'speier',",20
'thursday'],20
"'inevit',",20
"'stanley',",20
"'guess',",20
"'raul',",20
"'aetna',",20
"'twtrn',",20
"'counterintellig',",20
"'supervisor',",20
"'encrypt',",20
"'sandberg',",20
"'zheng',",20
"'comparison',",20
"'retaliatori',",20
"'freeland',",20
"'peirc',",20
"'roth',",20
"'redact',",20
"'flint',",20
"'progrowth',",19
"'endur',",19
"'phillip',",19
"'rework',",19
"'bone',",19
"'dave',",19
"'sampl',",19
"'paperwork',",19
"'grill',",19
"'tricki',",19
"'perpetr',",19
"'ash',",19
"'stuck',",19
"'pit',",19
"'royal',",19
"'hang',",19
"'dubk',",19
"'articul',",19
"'defiant',",19
"'male',",19
"'protection',",19
"'pile',",19
"'incomebas',",19
"'blackrock',",19
"'weaker',",19
"'hometown',",19
"'embattl',",19
"'leftw',",19
"'revert',",19
"'maxim',",19
"'percept',",19
"'infring',",19
"'anyway',",19
"'eve',",19
"'lone',",19
"'upend',",19
"'gallon',",19
"'whirlpool',",19
"'maga',",19
"'journey',",19
"'jen',",19
"'pete',",19
"'turbul',",19
"'reward',",19
"'airplan',",19
"'catch',",19
"'orchestr',",19
"'retak',",19
"'shelbi',",19
"'laud',",19
"'stiff',",19
"'fragil',",19
"'mountain',",19
"'sympathi',",19
"'blog',",19
"'reclus',",19
"'waterg',",19
"'ireland',",19
"'formul',",19
"'compris',",19
"'nod',",19
"'forfeit',",19
"'adher',",19
"'disgust',",19
"'payday',",19
"'macarthur',",19
"'waver',",19
"'noreika',",19
"'neal',",19
'monday'],19
"'teach',",19
"'democraticcontrol',",19
"'nonnuclear',",19
"'torpedo',",19
"'forb',",19
"'amazoncom',",19
"'e',",19
"'chairmen',",19
"'plagu',",19
"'treasur',",19
"'maritim',",19
"'tens',",19
"'yuan',",19
"'steal',",19
"'ginsburg',",19
"'sixmonth',",19
"'halfway',",19
"'rigor',",19
"'fraught',",19
"'aflcio',",19
"'burdensom',",19
"'shelter',",19
"'scan',",19
"'tight',",19
"'contrari',",19
"'forbidden',",19
"'sum',",19
"'reconstruct',",19
"'behav',",19
"'mock',",19
"'rodriguez',",19
"'defund',",19
"'dispar',",19
"'equat',",19
"'damascu',",19
"'chill',",19
"'harshli',",18
"'reluctantli',",18
"'credenti',",18
"'pour',",18
"'lumber',",18
"'antisubsidi',",18
"'peterson',",18
"'ratio',",18
"'batteri',",18
"'uber',",18
"'suu',",18
"'kyi',",18
"'up',",18
"'mail',",18
"'unfold',",18
"'distinguish',",18
"'ring',",18
"'kkk',",18
"'grandstand',",18
"'reclassifi',",18
"'whitecollar',",18
"'traction',",18
"'altogeth',",18
"['key',",18
"'meyer',",18
"'kenneth',",18
"'jami',",18
"'le',",18
"'benefici',",18
"'kurdistan',",18
"'okay',",18
"'greenblatt',",18
"'shorten',",18
"'cool',",18
"'cornerston',",18
"'unlock',",18
"'ton',",18
"'vehement',",18
"'unequivoc',",18
"'dissemin',",18
"'veil',",18
"'bulk',",18
"'editor',",18
"'bomber',",18
"'uss',",18
"'salvador',",18
"'belaru',",18
"'pullout',",18
"'moratorium',",18
"'cluster',",18
"'anchor',",18
"'southwest',",18
"'foxandfriend',",18
"'nsc',",18
"'keith',",18
"'furiou',",18
"'tuition',",18
"'latino',",18
"'skybridg',",18
"'hitler',",18
"'katrina',",18
"'tini',",18
"'ire',",18
"'midwest',",18
"'rin',",18
"'tailor',",18
"'umbrella',",18
"'quietli',",18
"'phoni',",18
"'hawkish',",18
"'fifthlargest',",18
"'awkward',",18
"'amass',",18
"'lavish',",18
"'aliv',",18
"'excerpt',",18
"'uncomfort',",18
"'unaccompani',",18
"'thirdlargest',",18
"['eu',",18
"'wield',",18
"'twoday',",18
"'detriment',",18
"'forget',",18
"'bold',",18
"'gentiloni',",18
"'volatil',",18
"'embroil',",18
"'ho',",18
"'ny',",18
'issu'],18
"'interrog',",18
"'rebelheld',",18
"'constrain',",18
"'pursuit',",18
"'minsk',",18
"'mire',",18
"'rip',",18
"'centen',",18
"'hostag',",18
"'strictli',",18
"'healey',",18
"'carlyl',",18
"'behindthescen',",18
"'weeklong',",18
"'interv',",18
"'divulg',",18
"'programm',",18
"'anymor',",18
"['suprem',",18
"'bless',",18
"'shipbuild',",18
"'boat',",18
"'doctrin',",18
"'jadwat',",18
"'kang',",18
"'omb',",18
"'reschedul',",18
"'format',",18
"'wheeler',",18
"'ouster',",18
"'hb',",18
"'adapt',",18
"'glasssteagal',",18
"'zervo',",18
"'oneyear',",18
"'eavesdrop',",18
"'inovo',",18
"'trumka',",18
"'freddi',",18
"'script',",18
"'garcia',",18
"'soho',",18
"'superior',",18
"'gchq',",18
"'statehood',",18
"'toughest',",17
"['state',",17
"'otto',",17
"'ration',",17
"'fullscal',",17
"'moran',",17
"'volkswagen',",17
"'gm',",17
"'fade',",17
"'orient',",17
"'descript',",17
"['justic',",17
"'sacr',",17
"'steadili',",17
"'harvest',",17
"'gray',",17
"'nineseat',",17
"'sympathet',",17
"'houthi',",17
"'pac',",17
"'patch',",17
"'misrepres',",17
"'joyc',",17
"'fara',",17
"'wyom',",17
"'alik',",17
"['judg',",17
"'horrif',",17
"'shanghai',",17
"'ms',",17
"'frazier',",17
"'outdat',",17
"'kirkuk',",17
"'bbc',",17
"'prop',",17
"'humili',",17
"'discount',",17
"'waterway',",17
"'illustr',",17
"'blacklist',",17
"'flatli',",17
"'deescal',",17
"'ratifi',",17
"'virginiabas',",17
"'ruin',",17
"'sky',",17
"'recognit',",17
"'kuczynski',",17
"'pathway',",17
"'denni',",17
"'chhabria',",17
"'villag',",17
"'blake',",17
"'karen',",17
"'demograph',",17
"'robot',",17
"'academi',",17
"'narendra',",17
"'congressmen',",17
"'sandi',",17
"'antimissil',",17
"'lament',",17
"'nonetheless',",17
"'squeez',",17
"'colombia',",17
"'federalist',",17
"'systemat',",17
"'print',",17
"'wellknown',",17
"'nyt',",17
"'suspici',",17
"'math',",17
"'qiaowai',",17
"'spectrum',",17
"'thenfbi',",17
"'overseen',",17
"'underground',",17
"'cantwel',",17
"'steni',",17
"'earthquak',",17
"'prolif',",17
"'tragedi',",17
"'venu',",17
"'highrisk',",17
"'peabodi',",17
"'nicola',",17
"['ryan',",17
"'unintend',",17
"'promptli',",17
"'gsn',",17
"'improprieti',",17
"'scarborough',",17
"'frontier',",17
"'levin',",17
"'hom',",17
"'toll',",17
"'coauthor',",17
"'mitt',",17
"'snap',",17
"'specialist',",17
"'geopolit',",17
"'enriqu',",17
"'prototyp',",17
"'fret',",17
"'longrun',",17
"'contempl',",17
"'latter',",17
"'drought',",17
"'trilater',",17
"'radar',",17
"'eclips',",17
"'libyan',",17
"'wire',",17
"'alexandermurray',",17
"'stringent',",17
"'chesapeak',",17
"'belgium',",17
"'goldston',",17
"'nra',",17
"'usmexican',",17
"'tp',",17
"'diverg',",17
"'dole',",17
"'centerpiec',",17
'peopl'],17
"'epic',",17
"'phd',",17
"'applaus',",17
"'inch',",17
"'festiv',",17
"'farreach',",17
"'apprentic',",17
"'kian',",17
"'preempt',",17
"'colin',",17
"'highrank',",17
"'shayrat',",17
"'perjuri',",17
"'singer',",17
"'sheikhoun',",17
"'ebel',",17
"'wildstein',",17
"'domenici',",17
"'overstep',",16
"'forthcom',",16
"'logic',",16
"'lucr',",16
"['fbi',",16
"'dig',",16
"['comey',",16
"'donnelli',",16
"'plate',",16
"'magnitski',",16
"'purg',",16
"'cleveland',",16
"'audio',",16
"'republicanback',",16
"'fray',",16
"['putin',",16
"'batch',",16
"'nineday',",16
"['two',",16
"'lodg',",16
"'copay',",16
"'grievanc',",16
"'fruit',",16
"'forbid',",16
"'mute',",16
"'lawn',",16
"'usher',",16
"'flurri',",16
"'depict',",16
"'usaid',",16
"'volker',",16
"'coastal',",16
"'kirsten',",16
"'philip',",16
"'boehner',",16
"'longrang',",16
"'disinform',",16
"'abu',",16
"'xavier',",16
"'punch',",16
"'yell',",16
"'pragmat',",16
"'separatist',",16
"'disparag',",16
"'jurist',",16
"'render',",16
"'colonel',",16
"'consumpt',",16
"'metric',",16
"'motorist',",16
"'parliamentarian',",16
"'largescal',",16
"'restroom',",16
"'strau',",16
"'rent',",16
"'overlook',",16
"'strive',",16
"'thompson',",16
"'orlean',",16
"'comb',",16
"'roman',",16
"'excel',",16
"'secondari',",16
"'demis',",16
"'sincer',",16
"'ernst',",16
"'dim',",16
"'durkin',",16
"'pepper',",16
"'jaein',",16
"'extrump',",16
"'evad',",16
"'expenditur',",16
"'chin',",16
"'businessmen',",16
"'honduran',",16
"'monthslong',",16
"'nonsens',",16
