Word,Frequency_fake,Frequency_real
"'entiti',",52,183
"'scale',",52,85
"'rent',",52,16
"'pete',",52,19
"'chain',",52,91
"'pittsburgh',",52,12
"'squar',",52,49
"'shutdown',",52,269
"'disqualifi',",52,6
"'bless',",51,18
"'mount',",51,84
"'interpret',",51,93
"'fat',",51,12
"'citizenship',",51,62
"'billi',",51,9
"'candidaci',",51,46
"'mcmaster',",51,142
"'defund',",51,19
"'princ',",51,55
"'halt',",51,184
"'occas',",51,60
"'soviet',",51,25
"'angela',",51,48
"'superior',",51,18
"'echo',",51,80
"'inherit',",51,49
"'resolv',",51,243
"'contrari',",51,19
"'preserv',",51,142
"'applic',",51,201
"'irma',",51,47
"'scout',",51,27
"'weight',",51,36
"'mom',",51,6
"'marijuana',",51,38
"'vital',",50,87
"'nonprofit',",50,83
"'goldberg',",50,12
"'deem',",50,59
"'aaron',",50,8
"'pivot',",50,46
"'farright',",50,50
"'knee',",50,13
"'ford',",50,48
"'quiet',",50,16
"'roughli',",50,103
"'dirti',",50,12
"'guardian',",50,22
"'portion',",50,103
"'plot',",50,23
"'skyrocket',",50,7
"'forum',",50,101
"'salari',",50,49
"'solid',",50,32
"'concept',",50,14
"'dick',",50,37
"'despic',",50,6
"'slur',",50,10
"['obama',",49,10
"'extraordinari',",49,38
"'shove',",49,7
"'sentiment',",49,30
"'antiimmigr',",49,13
"'satisfi',",49,57
"'mario',",49,11
"'dave',",49,19
"'nowher',",49,7
"'kate',",49,12
"'quietli',",49,18
"'desk',",49,46
"'coalit',",49,180
"'legislatur',",49,212
"'competit',",49,185
"'slightli',",49,48
"'glenn',",49,15
"'alert',",49,31
"'surgeri',",49,53
"'editori',",49,21
"'capac',",49,80
"'uk',",49,30
"'exclus',",49,33
"'creation',",49,51
"'timelin',",49,41
"'confeder',",49,30
"'random',",49,10
"'deadlin',",49,233
"'poland',",49,22
"'presum',",49,11
"'wade',",49,24
"'clark',",49,57
"'pack',",48,36
"'royal',",48,19
"'podium',",48,8
"'overwhelm',",48,60
"'soil',",48,14
"'samesex',",48,20
"'canadian',",48,130
"'mobil',",48,113
"'enact',",48,260
"'illinoi',",48,296
"'luck',",48,6
"'uninsur',",48,42
"'lowest',",48,61
"'crippl',",48,10
"'procedur',",48,240
"'erupt',",48,37
"'pruitt',",48,246
"'leg',",48,37
"'grew',",48,51
"'loos',",48,21
"'stab',",47,7
"'overwhelmingli',",47,54
"'worship',",47,9
"'fourth',",47,60
"'seiz',",47,83
"'pregnant',",47,11
"'intens',",47,66
"'mccarthi',",47,71
"'friendli',",47,30
"'charit',",47,29
"'mogul',",47,7
"'vehicl',",47,318
"'bennett',",47,11
"'vp',",47,8
"'g',",47,8
"'string',",47,43
"'harsh',",47,54
"'bite',",47,7
"'scenario',",47,32
"'claus',",47,89
"'africa',",47,49
"'virtual',",47,33
"'uniqu',",47,23
"'strateg',",47,176
"'percentag',",47,110
"'alaska',",47,100
"'subsidi',",47,345
"'element',",47,64
"'shop',",47,39
"'anniversari',",47,25
"'furi',",47,14
"'youth',",47,22
"'calm',",47,50
"'dean',",47,52
"'atlanta',",47,32
"'disney',",47,12
"'dodg',",46,13
"'plaintiff',",46,101
"'nieto',",46,39
"'dramat',",46,85
"'simon',",46,26
"'translat',",46,36
"'blog',",46,19
"'thin',",46,8
"'shoulder',",46,20
"'davi',",46,32
"'somewher',",46,7
"'master',",46,30
"'encount',",46,49
"'trillion',",46,385
"'ny',",46,18
"'wind',",46,84
"'roof',",46,10
"'pac',",46,17
"'complic',",46,156
"'exit',",46,92
"'younger',",46,39
"'scrambl',",46,36
"'graduat',",46,58
"'fame',",46,9
"'detroit',",46,33
"'mari',",46,25
"'hampshir',",46,42
"'meyer',",46,18
"'missouri',",46,78
"'personnel',",46,126
"'weather',",46,29
"'deduct',",46,529
"'interior',",46,147
"'museum',",46,26
"'purg',",45,16
"'appointe',",45,107
"'knock',",45,33
"'passeng',",45,43
"'undo',",45,89
"'burden',",45,136
"'thoroughli',",45,13
"'ken',",45,31
"'unfold',",45,18
"'judgment',",45,46
"'hatch',",45,175
"'ralph',",45,26
"'visibl',",45,21
"'tag',",45,9
"'loud',",45,23
"'arrang',",45,80
"'equival',",45,41
"'stole',",45,10
"'coincid',",45,30
"'territori',",45,167
"'fiscal',",45,576
"'submit',",45,134
"'campu',",45,7
"'perjuri',",45,17
"'tore',",45,7
"'jimmi',",45,32
"'clue',",45,11
"'emphasi',",45,21
"'grade',",45,7
"'fantasi',",45,12
"'scrutini',",45,121
"'whoever',",45,13
"'icon',",45,12
"'perpetr',",45,19
"'unanim',",45,84
"'lauren',",45,12
"'manchin',",45,26
"'evangel',",44,35
"'secretli',",44,14
"'endang',",44,51
"'overtim',",44,30
"'solidar',",44,9
"'breach',",44,104
"'sergey',",44,13
"'dent',",44,33
"'britain',",44,191
"'wellknown',",44,17
"'split',",44,86
"'assad',",44,189
"'mode',",44,10
"'wealth',",44,49
"'greet',",44,41
"'flee',",44,30
"'lewd',",44,7
"'newli',",44,44
"'perri',",44,89
"'slight',",44,13
"'french',",44,109
"['new',",44,45
"'h',",44,11
"'jacob',",44,45
"'rice',",44,49
"'merrick',",44,26
"'sake',",44,6
"'lauer',",44,9
"'stolen',",44,21
"'entri',",44,106
"'fema',",44,51
"'diagnos',",44,24
"'grown',",44,59
"'firearm',",44,29
"'unknown',",44,27
"'drone',",44,85
"'neighborhood',",43,27
"'tennesse',",43,89
"'descript',",43,17
"'jonathan',",43,25
"'explicitli',",43,37
"'garner',",43,47
"'lawrenc',",43,10
"'sweep',",43,179
"'perspect',",43,37
"'sudden',",43,13
"'excel',",43,16
"'drove',",43,28
"'recoveri',",43,85
"'empir',",43,25
"'aclu',",43,48
"'intellectu',",43,75
"'colorado',",43,62
"'unfairli',",43,50
"'prop',",43,17
"'patrick',",43,60
"'newest',",43,11
"'franken',",43,159
"'evalu',",43,59
"'instagram',",43,15
"'singer',",43,17
"'caller',",43,7
"'grassley',",43,141
"'iraqi',",43,125
"'classic',",42,13
"'aisl',",42,22
"'reserv',",42,257
"'nationwid',",42,66
"'prolif',",42,17
"'utterli',",42,13
"'raw',",42,8
"'chicken',",42,14
"'devot',",42,21
"'allegi',",42,9
"'rebuild',",42,112
"'thrill',",42,10
"'shower',",42,11
"'amid',",42,295
"'reed',",42,44
"'reliabl',",42,52
"'deeper',",42,44
"'lobbyist',",42,268
"'divorc',",42,13
"'avenu',",42,37
"'pm',",42,103
"'weekli',",42,35
"'tragic',",42,9
"'depict',",42,16
"'heavi',",42,61
"'naacp',",42,14
"'pig',",42,6
"'gap',",42,64
"'workplac',",42,25
"'gestur',",42,21
"'sore',",42,6
"'lectur',",42,13
"'weaken',",42,114
"'uncov',",42,32
"'castro',",42,30
"'japanes',",42,111
"'privaci',",41,167
"'julian',",41,9
"'marin',",41,70
"'sustain',",41,66
"'vaccin',",41,7
"'shannon',",41,10
"'extent',",41,82
"'tast',",41,7
"'skip',",41,40
"'bloomberg',",41,78
"'escort',",41,6
"'kasich',",41,24
"'pace',",41,60
"'inquiri',",41,134
"'blackmail',",41,21
"'ton',",41,18
"'coat',",41,43
"'jennif',",41,24
"'enrich',",41,25
"'varieti',",41,58
"'stretch',",41,55
"'gate',",41,143
"'chaotic',",41,23
"'turkish',",41,144
"'nsa',",40,104
"'uphold',",40,47
"'rescu',",40,23
"'cotton',",40,39
"'dire',",40,14
"'heather',",40,54
"'interact',",40,68
"'australian',",40,54
"'maria',",40,85
"'wolf',",40,8
"'friendship',",40,24
"'economist',",40,111
"'notion',",40,29
"'chancellor',",40,53
"'boston',",40,55
"'boost',",40,373
"'tirad',",40,13
"'revenu',",40,435
"'plain',",40,28
"'handshak',",40,12
"'compel',",40,53
"'pin',",40,9
"'palestinian',",40,155
"'anytim',",40,8
"'asian',",40,99
"'inflat',",40,89
"'booker',",40,24
"'mosqu',",39,10
"'orlando',",39,15
"'unawar',",39,22
"'elit',",39,24
"'row',",39,35
"'jess',",39,8
"'hung',",39,6
"'length',",39,24
"'greg',",39,62
"'parker',",39,14
"'significantli',",39,80
"'luxuri',",39,31
"'bound',",39,26
"'eas',",39,154
"'transcript',",39,57
"'flow',",39,84
"'genuin',",39,9
"'pound',",39,27
"'self',",39,10
"'sharp',",39,95
"'kingdom',",39,28
"'wheel',",39,21
"'bia',",39,43
"'manhattan',",39,109
"'andor',",39,7
"'temporari',",39,230
"'expans',",39,195
"'socialist',",39,11
"'plummet',",39,10
"'eras',",39,26
"'disparag',",39,16
"'lisa',",39,73
"'chamber',",39,402
"'engin',",39,90
"'clock',",39,37
"'killer',",39,15
"'houston',",39,101
"'reimburs',",39,42
"'rand',",39,88
"'defi',",39,48
"'character',",39,41
"'spiral',",39,23
"'minnesota',",39,99
"'enrag',",39,6
"'zuckerberg',",39,31
"'netanyahu',",38,90
"'exhaust',",38,25
"'sun',",38,7
"'theme',",38,27
"'bribe',",38,24
"'dalla',",38,43
"'politic',",38,20
"'misinform',",38,7
"'karen',",38,17
"'eve',",38,19
"'quarter',",38,65
"'disregard',",38,21
"'cheap',",38,34
"'speed',",38,95
"'equip',",38,125
"'autocrat',",38,9
"'facil',",38,131
"['former',",38,38
"'fring',",38,11
"'drawn',",38,112
"'altogeth',",38,18
"'taylor',",38,86
"'broad',",38,210
"'ration',",38,17
"'scope',",38,87
"'chill',",38,19
"'arsen',",38,33
"'spur',",38,60
"'contempt',",38,27
"'inevit',",38,20
"'anticip',",38,86
"'enorm',",38,35
"'flint',",38,20
"'custodi',",38,36
"'pentagon',",38,298
"'pend',",38,107
"'retract',",38,9
"'librari',",38,13
"'va',",38,36
"'overturn',",38,104
"'jane',",38,10
"'kurt',",38,13
"'cathol',",38,29
"'ossoff',",38,54
"'opt',",37,63
"'honesti',",37,7
"'reinforc',",37,21
"'snap',",37,17
"'holi',",37,22
"'spirit',",37,37
"'dana',",37,13
"'adolf',",37,6
"'bankrupt',",37,13
"'hug',",37,9
"'bore',",37,10
"'incrimin',",37,8
"'approxim',",37,32
"'rifl',",37,37
"'embassi',",37,248
"'jerri',",37,51
"'aftermath',",37,28
"'queen',",37,8
"'eastern',",37,95
"'inequ',",37,13
"'concert',",37,24
"'importantli',",37,13
"'basebal',",37,79
"'bullet',",37,11
"'sacr',",37,17
"'fighter',",37,66
"'doug',",37,68
"'jay',",37,52
"'concret',",37,47
"'laughter',",37,8
"'unifi',",37,63
"'katrina',",37,18
"'massachusett',",37,104
"'demean',",37,7
"'everyday',",37,13
"'fifth',",37,63
"'franci',",37,27
"'vocal',",37,43
"'buck',",37,14
"'ethnic',",37,64
"'bathroom',",37,97
"'qatar',",37,84
"'moran',",37,17
"'cousin',",37,15
"'miami',",37,47
"'bay',",36,37
"'nerv',",36,20
"'defer',",36,116
"'arnold',",36,9
"'switch',",36,33
"'whip',",36,28
"'assign',",36,38
"'nevertheless',",36,23
"'transport',",36,157
"'fantast',",36,20
"'contractor',",36,87
"'lucki',",36,11
"'basket',",36,10
"'sway',",36,83
"'alik',",36,17
"'occup',",36,20
"'rain',",36,14
"'podesta',",36,31
"'problemat',",36,28
"'bbc',",36,17
"'fiction',",36,7
"'smaller',",36,99
"'xenophobia',",36,7
"'craig',",36,7
"'larri',",36,27
"'zone',",36,85
"'issa',",36,13
"'stress',",36,104
"'flame',",36,7
"'philadelphia',",36,27
"'divest',",36,26
"'retail',",36,90
"'brat',",36,10
"'matti',",36,349
"'danc',",36,8
"'humor',",36,10
"'banner',",36,15
"'aspect',",36,60
"'jet',",36,68
"'inconveni',",36,10
"'barbara',",36,15
"'hail',",36,37
"'categori',",36,45
"'consensu',",36,123
"'trademark',",36,11
"'navarro',",36,14
"'devic',",35,96
"'dictatorship',",35,13
"'benjamin',",35,46
"'exclud',",35,71
"'utah',",35,106
"'oklahoma',",35,96
"'sacrific',",35,14
"'bond',",35,205
"'headquart',",35,77
"'haunt',",35,9
"'creep',",35,8
"'maxin',",35,12
"'tech',",35,102
"'fish',",35,21
"'wright',",35,24
"'wrap',",35,41
"'ed',",35,56
"'dec',",35,223
"'attende',",35,22
"'merit',",35,53
"'boom',",35,16
"'riot',",35,10
"'heritag',",35,59
"'spill',",35,9
"'wore',",35,14
"'underway',",35,34
"'afghanistan',",35,338
"'grate',",35,21
"'subsequ',",35,45
"'abroad',",35,113
"'alongsid',",35,57
"'worthi',",35,6
"'factual',",35,7
"'paragraph',",35,95
"'column',",35,7
"'spotlight',",35,38
"'suicid',",35,23
"'epidem',",34,41
"'technic',",34,65
"'sincer',",34,16
"'falsehood',",34,10
"'electr',",34,156
"'inclus',",34,12
"'visitor',",34,71
"'pro',",34,30
"'sam',",34,29
"'hidden',",34,8
"'perpetu',",34,11
"'explor',",34,84
"'laughabl',",34,11
"'abruptli',",34,24
"'campbel',",34,6
"'hardwork',",34,15
"'baseless',",34,16
"'prospect',",34,154
"'cohost',",34,9
"'endur',",34,19
"'ideal',",34,23
"'nonpartisan',",34,169
"'predatori',",34,25
"'transfer',",34,93
"'retain',",34,119
"'workforc',",34,38
"'alcohol',",34,14
"'veto',",34,216
"'kati',",34,9
"'loudli',",34,10
"'exagger',",34,12
"'philippin',",34,72
"'ian',",34,14
"'allen',",34,7
"'matern',",34,27
"'launder',",34,98
"'battleground',",33,15
"'adversari',",33,45
"'meantim',",33,28
"'cave',",33,15
"'likewis',",33,7
"'valuabl',",33,22
"'guid',",33,41
"'spark',",33,109
"'ninth',",33,12
"'rapidli',",33,29
"'invad',",33,9
"'disdain',",33,6
"'primarili',",33,49
"'hors',",33,14
"'wed',",33,11
"'compil',",33,36
"'rout',",33,46
"'revolt',",33,9
"'rampant',",33,6
"'load',",33,22
"'dept',",33,25
"'craft',",33,114
"'wildli',",33,7
"'hesit',",33,26
"'choke',",33,6
"'charli',",33,23
"'guilt',",33,7
"'knight',",33,8
"'covfef',",33,7
"'gang',",33,33
"'perceiv',",33,34
"'passag',",33,218
"'outlin',",33,132
"'revok',",33,40
"'hike',",33,107
"'mail',",33,18
"'macron',",33,104
"'oliv',",32,15
"'england',",32,14
"'exempt',",32,227
"'waterboard',",32,9
"'sherman',",32,7
"'tendenc',",32,12
"'scalis',",32,92
"'packag',",32,356
"'jeremi',",32,8
"'proclaim',",32,9
"'strongest',",32,30
"'uh',",32,10
"'sketch',",32,9
"'gentleman',",32,6
"'farm',",32,74
"'reign',",32,9
"'applaud',",32,43
"'precis',",32,41
"'cup',",32,6
"'ensu',",32,6
"'height',",32,15
"'cornyn',",32,121
"'tenur',",32,68
"'phoenix',",32,34
"'thorough',",32,34
"'vagu',",32,24
"'fenc',",32,22
"'pitch',",32,34
"'garden',",32,25
"'emolu',",32,33
"'provok',",32,29
"'span',",32,23
"'cox',",32,13
"'firmli',",32,33
"'pump',",32,14
"'franklin',",32,10
"'rural',",32,105
"'shoe',",32,9
"'bin',",32,20
"'trap',",32,14
"'yank',",32,9
"'math',",32,17
"'simultan',",32,12
"'interven',",32,58
"'sara',",31,15
"'nov',",31,240
"'uniform',",31,28
"'irrit',",31,31
"'eager',",31,72
"'opioid',",31,122
"'bubbl',",31,12
"'brennan',",31,54
"'sanctuari',",31,185
"'yorker',",31,29
"'kri',",31,12
"'haley',",31,100
"'albright',",31,7
"'fume',",31,6
"'derail',",31,50
"'jessica',",31,21
"'motion',",31,78
"'unstabl',",31,8
"'revolut',",31,15
"'bankruptci',",31,45
"'banker',",31,95
"'sector',",31,243
"'possess',",31,27
"'midst',",31,11
"'stunt',",31,12
"'qualif',",31,9
"'andi',",31,14
"'forgiv',",31,6
"'uncertain',",31,51
"'vindic',",31,22
"'carbon',",31,135
"'understood',",31,38
"'sekulow',",31,32
"'fraudul',",31,12
"'slaughter',",31,6
"'contracept',",31,36
"'bold',",31,18
"'communist',",31,35
"'uranium',",31,44
"'whitehous',",31,35
"'graphic',",31,95
"'murray',",31,97
"'erin',",31,7
"'wive',",31,10
"'espionag',",31,23
"'equat',",31,19
"'deleg',",31,108
"'abe',",31,75
"'oregon',",31,51
"'phillip',",31,19
"'credenti',",30,18
"'incorrect',",30,15
"'helicopt',",30,46
"'eclips',",30,17
"'watt',",30,9
"'heyer',",30,16
"'mcdonald',",30,14
"'stack',",30,13
"'faster',",30,56
"'click',",30,35
"'chase',",30,23
"'alan',",30,33
"'watson',",30,57
"'contributor',",30,28
"'unmask',",30,30
"'toss',",30,14
"'agricultur',",30,159
"'bench',",30,34
"'roosevelt',",30,9
"'deficit',",30,529
"'gore',",30,25
"'congresswoman',",30,10
"'wherev',",30,21
"'maryland',",30,167
"'suspicion',",30,21
"'structur',",30,110
"'reproduct',",30,23
"'grasp',",30,8
"'sass',",30,14
"'outspoken',",30,39
"'arena',",30,10
"'vermont',",30,29
"'cloud',",30,57
"'sponsor',",30,101
"'scratch',",30,11
"'shelter',",30,19
"'casino',",30,10
"'scrap',",30,121
"'fcc',",30,201
"'unhappi',",30,25
"'thrive',",30,10
"'litig',",30,127
"'bitter',",30,28
"'painter',",30,9
"'salut',",30,6
"'commission',",30,129
"'dutert',",30,47
"'powel',",30,171
"'iranian',",29,138
"'hijack',",29,10
"'stem',",29,71
"'rough',",29,21
"'imprison',",29,22
"'tshirt',",29,10
"'thumb',",29,6
"'humanitarian',",29,66
"'fargo',",29,57
"'juan',",29,24
"'partial',",29,136
"'veselnitskaya',",29,92
"'isol',",29,69
"'scalia',",29,47
"'exxon',",29,98
"'steadi',",29,35
"'shi',",29,55
"'pois',",29,37
"'pew',",29,12
"'frame',",29,28
"'export',",29,321
"'ordinari',",29,27
"'condol',",29,8
"'mutual',",29,74
"'chapter',",29,45
"'heel',",29,14
"'shatter',",29,7
"'fate',",29,82
"'cohn',",29,278
"'willing',",29,44
"'deploy',",29,146
"'coin',",29,7
"'sooner',",29,23
"'gen',",29,8
"'equifax',",29,97
"'ahca',",29,16
"'versu',",29,69
"'entireti',",29,6
"'confidenti',",29,41
"'nicol',",29,6
"'taught',",29,10
"'napolitano',",29,11
"'reopen',",29,67
"'elig',",29,78
"'barri',",29,16
"'creativ',",29,7
"'cleveland',",28,16
"'arkansa',",28,48
"'aircraft',",28,148
"['twitter',",28,6
"'dealt',",28,34
"'famous',",28,7
"'perkin',",28,23
"'chat',",28,12
"'mysteri',",28,16
"'web',",28,53
"'rescind',",28,125
"'shield',",28,97
"'farmer',",28,90
"'crown',",28,15
"'tackl',",28,102
"'unrel',",28,34
"'certifi',",28,86
"'stabil',",28,196
"'quest',",28,24
"'accompani',",28,72
"'excess',",28,43
"'theater',",28,11
"'sullivan',",28,47
"'unnam',",28,64
"'prosper',",28,55
"'barron',",28,9
"'attribut',",28,26
"'cheerlead',",28,6
"'optic',",28,8
"'traffick',",28,65
"'papadopoulo',",28,120
"'instinct',",28,10
"'doom',",28,28
"'sympathi',",28,19
"'ferguson',",28,13
"'decept',",28,13
"'resembl',",28,15
"'fierc',",28,57
"'lab',",28,51
"'libertarian',",28,15
"'neutral',",28,128
"'maker',",28,66
"'patrol',",28,29
"'arab',",28,137
"'motor',",28,86
"'kimmel',",28,24
"'gag',",28,23
"'feinstein',",28,101
"'auto',",28,121
"'nonetheless',",28,17
"'tree',",27,9
"'sow',",27,29
"'slowli',",27,32
"'contend',",27,104
"'intoler',",27,11
"'solicit',",27,21
"'paperwork',",27,19
"'plausibl',",27,7
"'disagr',",27,56
"'skeptic',",27,119
"'pacif',",27,111
"'edg',",27,46
"'pageant',",27,12
"'descend',",27,6
"'bail',",27,67
"'defect',",27,27
"'belt',",27,21
"'hostag',",27,18
"'oct',",27,212
"'egregi',",27,14
"'gibson',",27,7
"'heal',",27,13
"'laura',",27,8
"'wo',",27,21
"'genocid',",27,10
"'stark',",27,20
"'shadow',",27,46
"'adequ',",27,54
"'catastroph',",27,30
"'comprehens',",27,127
"'unnecessari',",27,66
"'gianfort',",27,68
"'chest',",27,6
"'morgan',",27,24
"'concess',",27,60
"'turnbul',",27,33
"'melissa',",27,9
"'treati',",27,84
"'reiter',",27,92
"'reconcili',",27,48
"'foster',",27,27
"'beer',",27,16
"'driven',",27,54
"'documentari',",27,23
"'spous',",27,27
"'tribun',",27,28
"'detent',",26,100
"'enriqu',",26,17
"'lifelong',",26,6
"'soar',",26,25
"'fatal',",26,23
"'stoke',",26,23
"'latter',",26,17
"'insert',",26,14
"'substanti',",26,119
"'penni',",26,6
"'divert',",26,16
"'persist',",26,30
"'seattl',",26,61
"'surg',",26,57
"'el',",26,30
"'harvard',",26,44
"'elev',",26,34
"'discriminatori',",26,68
"'percept',",26,19
"'princip',",26,49
"'leverag',",26,90
"'guidanc',",26,118
"'medicin',",26,26
"'columbia',",26,94
"'unfavor',",26,10
"'microphon',",26,6
"'mccabe',",26,49
"'suffici',",26,87
"'narrow',",26,145
"'poster',",26,8
"'button',",26,8
"'brush',",26,20
"'easter',",26,9
"'burr',",26,137
"'cuba',",26,264
"'portland',",26,7
"'weiner',",26,56
"'insight',",26,30
"'crude',",26,39
"'amnesti',",26,15
"'herald',",26,12
"'rohrabach',",26,12
"'infight',",25,43
"'electron',",25,104
"'childhood',",25,74
"'sampl',",25,19
"'dislik',",25,13
"'mob',",25,6
"'lengthi',",25,45
"'resum',",25,73
"'unarm',",25,13
"'ward',",25,21
"'applaus',",25,17
"'boe',",25,95
"'intercept',",25,60
"'inch',",25,17
"'jong',",25,88
"'freeli',",25,10
"'hr',",25,61
"'phase',",25,85
"'log',",25,25
"'spring',",25,70
"'sight',",25,21
"'coup',",25,35
"'misconduct',",25,192
"'oligarch',",25,13
"'coach',",25,11
"'profound',",25,11
"'evacu',",25,20
"'optimist',",25,65
"'crumbl',",25,11
"'highprofil',",25,81
"['paul',",25,7
"'plate',",25,16
"'steadili',",25,17
"'bright',",25,10
"'sheet',",25,26
"'nasa',",25,9
"'withhold',",25,64
"'boycot',",25,9
"'diminish',",25,39
"'darren',",25,6
"'reassur',",25,51
"'reinstat',",25,52
"'slim',",25,61
"'ginsburg',",25,19
"'dealer',",25,15
"'swear',",25,6
"'contenti',",25,67
"'censu',",25,24
"'jeopardi',",25,9
"'bone',",25,19
"'fulfil',",25,86
"'waiver',",25,136
"'le',",25,18
"'mask',",25,12
"'expertis',",25,28
"'remot',",24,14
"'clerk',",24,28
"'dialogu',",24,143
"'refut',",24,8
"'seizur',",24,10
"'safer',",24,35
"'captain',",24,6
"'moon',",24,44
"'enrol',",24,91
"'ineffect',",24,23
"'ocean',",24,33
"'cent',",24,25
"'servant',",24,11
"'brandon',",24,7
"'ceas',",24,16
"'grandchildren',",24,15
"'represent',",24,15
"'mood',",24,24
"'frantic',",24,6
"'fresh',",24,84
"'advocaci',",24,131
"'walter',",24,42
"'toll',",24,17
"'forb',",24,19
"'calcul',",24,26
"'depriv',",24,24
"'jurisdict',",24,68
"'meaningless',",24,7
"'defam',",24,14
"'prize',",24,13
"'berlin',",24,59
"'tight',",24,19
"'helm',",24,10
"'tougher',",24,151
"'gray',",24,17
"'disciplin',",24,34
"'antimuslim',",24,15
"'wsj',",24,14
"'stadium',",24,46
"'festiv',",24,17
"'blunt',",24,31
"['conserv',",24,8
"'rod',",24,73
"'bump',",24,48
"'difficulti',",24,50
"'fossil',",24,61
"'bishop',",24,16
"'backward',",24,14
"'seller',",24,6
"'burst',",24,6
"['democrat',",24,82
"'stabl',",24,26
"'enthusiast',",24,23
"'counterpart',",24,97
"'untru',",24,12
"'salt',",24,74
"'irish',",24,15
"'grip',",24,12
"'derang',",24,13
"'lake',",24,37
"'dh',",24,133
"'widow',",24,7
"'suspens',",24,43
"'casualti',",24,33
"'journey',",24,19
"'arbitr',",24,65
"'breast',",24,8
"'surrend',",23,8
"'affirm',",23,28
"'forbid',",23,16
"'align',",23,53
"'protocol',",23,27
"'notifi',",23,77
"'adher',",23,19
"'steak',",23,7
"'riddl',",23,7
"'monica',",23,8
"'nearbi',",23,35
"'ventur',",23,73
"'soft',",23,24
"'rt',",23,30
"'appeas',",23,8
"'mountain',",23,19
"'retreat',",23,51
"'yard',",23,7
"'empow',",23,27
"'transform',",23,30
"'bell',",23,14
"'flew',",23,31
"'matur',",23,14
"'uncertainti',",23,131
"'slate',",23,45
"'marc',",23,74
"'illustr',",23,17
"'mar',",23,8
"'climb',",23,30
"'historian',",23,10
"'keyston',",23,33
"'sand',",23,12
"'breakdown',",23,14
"'drill',",23,172
"'volum',",23,48
"'midnight',",23,35
"'invas',",23,25
"'uncl',",23,12
"'christin',",23,13
"'obamaera',",23,150
"'montana',",23,67
"'wisdom',",23,11
"'arguabl',",23,11
"'spearhead',",23,20
"'fallout',",23,40
"'distress',",23,12
"'elder',",23,10
"'detect',",23,34
"'eyebrow',",23,15
"'steer',",23,38
"'nefari',",23,9
"'longterm',",23,119
"'thanksgiv',",23,32
"'jeb',",23,40
"'cori',",23,25
"'jerusalem',",23,124
"'ross',",23,251
"'shapiro',",23,25
"'mulvaney',",23,247
"'natali',",23,8
"'unlaw',",22,48
"'entranc',",22,10
"'libya',",22,88
"'justif',",22,22
"'distrust',",22,7
"'ditch',",22,20
"'simpson',",22,43
"'fled',",22,28
"'malcolm',",22,21
"'overlook',",22,16
"'inflammatori',",22,7
"'quarterback',",22,10
"'swept',",22,28
"'lewinski',",22,6
"'hefti',",22,7
"'statut',",22,63
"'oldest',",22,30
"'drastic',",22,35
"'nurs',",22,14
"'counselor',",22,20
"'homeless',",22,9
"'pertain',",22,12
"'philip',",22,16
"'partnership',",22,138
"'comb',",22,16
"'viabl',",22,15
"'occasion',",22,8
"'spike',",22,31
"'decreas',",22,31
"'prevail',",22,39
"'abbott',",22,49
"'nelson',",22,37
"'reluct',",22,41
"'highlevel',",22,53
"'reduct',",22,154
"'dime',",22,7
"'ire',",22,18
"'asia',",22,213
"'obstructionist',",22,12
"'conspir',",22,24
"'dub',",22,48
"'barrier',",22,72
"'toomey',",22,33
"'elijah',",22,35
"'unwant',",22,31
"'brock',",22,6
"'pena',",22,46
"'disproportion',",22,25
"'hawk',",22,72
"'vehement',",22,18
"'doddfrank',",22,126
"'gunman',",22,40
"'enterpris',",22,74
"'earnest',",22,8
"'kathi',",22,11
"'tall',",22,7
"'orchestr',",22,19
"'impend',",22,6
"'bruce',",22,44
"'fort',",22,36
"'atmospher',",22,30
"'levin',",22,17
"'xi',",22,459
"'milwauke',",22,23
"'eleph',",22,8
"'borrow',",22,157
"'distinct',",22,14
"'davidson',",22,12
"'gillespi',",22,52
"'byrd',",22,6
"'scold',",21,12
"'refrain',",21,23
"'liabil',",21,73
"'influenti',",21,86
"'walmart',",21,23
"'scavino',",21,10
"'ballist',",21,152
"'lap',",21,6
"'ray',",21,15
"'bull',",21,8
"'breakfast',",21,9
"'populist',",21,38
"'spite',",21,9
"'antiabort',",21,24
"'accommod',",21,24
"'campus',",21,9
"'brook',",21,68
"'staunch',",21,20
"'absenc',",21,57
"'unravel',",21,21
"'rubber',",21,12
"'gdp',",21,27
"'exhibit',",21,11
"'ministri',",21,281
"'tribe',",21,62
"'murkowski',",21,110
"'landmark',",21,72
"'commerc',",21,306
"'gear',",21,28
"'sadiq',",21,11
"'abid',",21,38
"'acceler',",21,38
"'unrest',",21,9
"'renov',",21,14
"'renegoti',",21,154
"'ty',",21,23
"'kobach',",21,38
"'explicit',",21,29
"'charter',",21,138
"'mcmahon',",21,6
"'alter',",21,63
"'denver',",21,6
"'overse',",21,184
"'berkeley',",21,6
"'bedminst',",21,28
"'knowingli',",21,7
"'emphas',",21,65
"'nicknam',",21,11
"'tamper',",21,9
"'thompson',",21,16
"'itali',",21,53
"'imper',",21,13
"'inadvert',",21,13
"'clearer',",21,8
"'oversaw',",21,31
"'annoy',",21,9
"'remembr',",21,9
"'compris',",21,19
"'filibust',",21,140
"'accid',",21,32
"'robot',",21,17
"'temperatur',",21,16
"'laden',",21,8
"'stumbl',",21,21
